Subiect,"Tip Interventie","Motiv Interventie",Organizatie,Status,"Prioritate Caz","Data Deschidere","Data Inchidere","Nume Echipament","Atribuit Lui"
"service Hemochron","Cu Factura",Revizie,"Institutul de Urgenta pt. Boli Cardiovasculare si Transplant Targu Mures - CUI: 32051606",Inchis,"Nivel Scazut",2018-11-09,,,"Claudiu Herlea"
"SERVICE SPOTCHEM","Cu Factura",Revizie,"UM 0502 Cabinet Medical Oradea - CUI: ",Inchis,"Nivel Scazut",2018-11-09,,Spotchem,"Claudiu Herlea"
"predare Valleylab","Cu Factura",Cerere,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2018-11-09,,,"Claudiu Herlea"
"revizie Valleylab","Cu Factura",Revizie,"Instit.Oncologic Prof.Dr.I.Chiricuta Cluj - CUI: 4547125",Inchis,"Nivel Scazut",2018-11-09,,,"Claudiu Herlea"
"mentenanta Pathfast ","Cu Factura",Revizie,"Spit Clinic de Boli Infectioase Cluj - CUI: 4485715",Inchis,"Nivel Scazut",2018-11-23,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast ","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2018-11-23,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast - LABORATOR","Cu Factura",Revizie,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2018-11-23,,Pathfast,"Claudiu Herlea"
"SERVICE PATHFAST","Cu Factura",Cerere,"Spitalul Jud. Urgenta Alba - CUI: 4613342",Inchis,"Nivel Scazut",2018-11-23,,Pathfast,"Claudiu Herlea"
"service BIOWIND","Cu Factura",Cerere,"Cabinet Medical Bistrita-Nasaud - CUI: ",Inchis,"Nivel Scazut",2018-11-23,,,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2018-11-23,,Pathfast,"Claudiu Herlea"
"service Valleylab","Cu Factura",Revizie,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2019-03-05,,,"Claudiu Herlea"
"service Valleylab","Cu Factura",Revizie,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2019-03-05,,,"Claudiu Herlea"
"mentenanta GASTAT","Cu Factura",Revizie,"Spitalul Cl. Jud.de Urgenta SIBIU - CUI: 4240898",Inchis,"Nivel Scazut",2019-03-05,,,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Sp. Municipal Gherla - CUI: 4546995",Inchis,"Nivel Scazut",2019-03-05,,Pathfast,"Claudiu Herlea"
"mentenanta CARE VENT","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2019-03-05,,,"Claudiu Herlea"
"MENTENANTA VALLEYLAB","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2019-03-05,,,"Claudiu Herlea"
"mentenanta PATHFAST","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2019-03-05,,Pathfast,"Claudiu Herlea"
"mentenanta PATHFAST","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2019-03-05,,Pathfast,"Claudiu Herlea"
"mentenanta PATHFAST","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2019-03-05,,Pathfast,"Claudiu Herlea"
"mentenanta PATHFAST","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2019-03-05,,Pathfast,"Claudiu Herlea"
"intretinere GASTAT","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2019-03-05,,,"Claudiu Herlea"
"SERVICE VALLEYLAB","Cu Factura",Revizie,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2019-03-05,,,"Claudiu Herlea"
"MENTENANTA  PATHFAST","Cu Factura",Revizie,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2019-03-05,,Pathfast,"Claudiu Herlea"
"MENTENANTA O-TWO","Cu Factura",Revizie,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2019-03-05,,,"Claudiu Herlea"
"SERVICE VALLEYLAB","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2019-03-05,,,"Claudiu Herlea"
"mentenanta Hemochron","Cu Factura",Revizie,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2019-03-05,,,"Claudiu Herlea"
"intretinere Gastat","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2019-03-06,,,"Claudiu Herlea"
"MENTENANTA HT70","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2019-03-06,,,"Claudiu Herlea"
"MENTENANTA PATHFAST","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2019-03-06,,Pathfast,"Claudiu Herlea"
"MENTENANTA PATHFAST","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2019-03-06,,Pathfast,"Claudiu Herlea"
"Instalare GASTAT 1830","Cu Factura",Instalare,"Spitalul Cl. Jud.de Urgenta SIBIU - CUI: 4240898",Inchis,"Nivel Scazut",2019-03-06,,,"Claudiu Herlea"
"SERVICE PATHFAST","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2019-03-06,,Pathfast,"Claudiu Herlea"
"mentenanta Sterinis","Cu Factura",Revizie,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2019-03-26,,,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2019-03-26,,Pathfast,"Claudiu Herlea"
"verificari anuale Valleylab","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2019-03-26,,,"Claudiu Herlea"
"service Valleylab","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2019-03-26,,,"Claudiu Herlea"
"mentenanta Valleylab ","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2019-03-26,,,"Claudiu Herlea"
"service Valleylab ","Cu Factura",Cerere,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2019-03-26,,,"Claudiu Herlea"
"mentenanta URIT + CENTRIFUGA","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2019-03-28,,,"Claudiu Herlea"
"revizie sterinis si verificare Spotchem","Cu Factura",Revizie,"Cab medical SRI Baia Mare - CUI: ",Inchis,"Nivel Scazut",2019-04-02,,,"Claudiu Herlea"
"service Pathfast ","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2019-04-02,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Sp. Orasenesc Negresti Oas - CUI: 3963960",Inchis,"Nivel Scazut",2019-04-02,,Pathfast,"Claudiu Herlea"
"mentenanta GASTAT1835","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2019-08-28,,,"Claudiu Herlea"
"verificari Valleylab PV 5915","Fara Factura",Cerere,"Spital Regina Maria Cluj - CUI: ",Inchis,"Nivel Scazut",2019-10-02,,,"Claudiu Herlea"
"verificari PTH - PV 5461","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2019-10-02,,Pathfast,"Claudiu Herlea"
"verificari PTH - PV 5464","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2019-10-02,,Pathfast,"Claudiu Herlea"
"verificari PTH - PV 5462","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2019-10-02,,Pathfast,"Claudiu Herlea"
"service STERINIS - PV 6465","Cu Factura",Revizie,"Sp. Municipal 'Dr. Alexandru Simionescu' Hunedoara - CUI: 5453860",Inchis,"Nivel Scazut",2019-10-02,,,"Claudiu Herlea"
"comodat Hemochron elite- pv 5842","Cu Factura",Cerere,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2019-10-02,,,"Claudiu Herlea"
"mentenanta Pathfast - pv 5696","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2019-10-03,,,"Claudiu Herlea"
"mentenanta Pathfast - pv 5695","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2019-10-03,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast - PV 5697","Cu Factura",Revizie,"Sp. Orasenesc Negresti Oas - CUI: 3963960",Inchis,"Nivel Scazut",2019-10-03,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast - PV 5372","Cu Factura",Revizie,"Spit Clinic de Boli Infectioase Cluj - CUI: 4485715",Inchis,"Nivel Scazut",2019-10-03,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast - PV 5395","Cu Factura",Revizie,"Spitalul Municipal Cluj - CUI: 4547117",Inchis,"Nivel Scazut",2019-10-03,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast -PV 5416","Cu Factura",Revizie,"Instit.Oncologic Prof.Dr.I.Chiricuta Cluj - CUI: 4547125",Inchis,"Nivel Scazut",2019-10-03,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast - PV 5788,5790,5789","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2019-10-03,,Pathfast,"Claudiu Herlea"
"service Pathfast - pv 6000","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2019-10-15,,Pathfast,"Claudiu Herlea"
"SERVICE VALLEYLAB - PV 6162","Cu Factura",Cerere,"Spital Regina Maria Cluj - CUI: ",Inchis,"Nivel Scazut",2019-10-15,,,"Claudiu Herlea"
"SERVICE VALLEYLAB - PV 6183","Cu Factura",Cerere,"Spital Regina Maria Cluj - CUI: ",Inchis,"Nivel Scazut",2019-10-15,,,"Claudiu Herlea"
"PREDAT HEMOCHRON - PV 6182","Cu Factura",Cerere,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2019-10-15,,,"Claudiu Herlea"
"MENTENANTA PATHFAST - PV 6194","Cu Factura",Revizie,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2019-10-15,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast - PV 6346","Cu Factura",Revizie,"Sp. Municipal Gherla - CUI: 4546995",Inchis,"Nivel Scazut",2019-10-25,,Pathfast,"Claudiu Herlea"
"service GASTAT 1835 - PV 6398","Cu Factura",Cerere,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2019-10-25,,,"Claudiu Herlea"
"service Valleylab - PV 6485","Cu Factura",Cerere,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2019-10-25,,,"Claudiu Herlea"
"service Valleylab - PV 6541","Cu Factura",Cerere,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2019-10-30,,,"Claudiu Herlea"
"service Spotchem - pv 6546","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2019-10-30,,Spotchem,"Claudiu Herlea"
"PREDARE SPOTCHEM - PV 6547","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2019-10-30,,Spotchem,"Claudiu Herlea"
"intretinere Pathfast - pv 6601","Cu Factura",Revizie,"Sp. Municipal Blaj - CUI: 4934679",Inchis,"Nivel Scazut",2019-10-30,,Pathfast,"Claudiu Herlea"
"revizie Pathfast UPU - PV 6884","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2019-11-12,,Pathfast,"Claudiu Herlea"
"revizie Pathfast ATI - PV 6885","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2019-11-12,,Pathfast,"Claudiu Herlea"
"revizie Pathfast ATI - PV 6886","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2019-11-12,,Pathfast,"Claudiu Herlea"
"Revizie Pathfast ATI - pv 7022","Fara Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2019-12-02,,Pathfast,"Claudiu Herlea"
"service VALLEYLAB - PV 7173","Cu Factura",Cerere,"Spital Regina Maria Cluj - CUI: ",Inchis,"Nivel Scazut",2019-12-02,,,"Claudiu Herlea"
"REVIZIE O-TWO - PV 7133","Cu Factura",Revizie,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2019-12-02,,,"Claudiu Herlea"
"REVIZIE PATHFAST - PV 7135","Cu Factura",Revizie,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2019-12-02,,Pathfast,"Claudiu Herlea"
"REVIZIE PATHFAST - PV 7134","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2019-12-02,,Pathfast,"Claudiu Herlea"
"REVIZIE PATHFAST - PV 7136","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2019-12-02,,Pathfast,"Claudiu Herlea"
"intretinere Pathfast - PV7508","Fara Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2019-12-09,,Pathfast,"Claudiu Herlea"
"REVIZIE PATHFAST ","Cu Factura",Revizie,"Sp.Cl.Jud.de Urg. Bihor - CUI: 4208498",Inchis,"Nivel Scazut",2019-12-13,,Pathfast,"Claudiu Herlea"
"revizie Pathfast - pv 7711","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2019-12-18,,Pathfast,"Claudiu Herlea"
"revizie Pathfast - pv 7712","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2019-12-18,,Pathfast,"Claudiu Herlea"
"service Spotchem  PV 18","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2020-01-16,,,"Claudiu Herlea"
"service Spotchem - pv 21","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2020-01-16,,,"Claudiu Herlea"
"service Spotchem  - pv 269","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Revenire,"Nivel Scazut",2020-01-16,,,"Claudiu Herlea"
"service Spotchem - pv 270","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Revenire,"Nivel Scazut",2020-01-16,,,"Claudiu Herlea"
"service Gastat - pv 436","Cu Factura",Cerere,"Sp.Cl.Jud.de Urg. Bihor - CUI: 4208498",Inchis,"Nivel Scazut",2020-03-04,,,"Claudiu Herlea"
"service Sterinis - pv 681","Cu Factura",Cerere,"Cabinet Medical Tg-Mures - CUI: ",Inchis,"Nivel Scazut",2020-03-04,,,"Claudiu Herlea"
"revizie Sterinis - pv 972","Cu Factura",Revizie,"Cab medical SRI Baia Mare - CUI: ",Inchis,"Nivel Scazut",2020-03-04,,,"Claudiu Herlea"
"mentenanta HT70 - PV 973","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2020-03-04,,,"Claudiu Herlea"
"mentenanta Pathfast - pv 974","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2020-03-04,,Pathfast,"Claudiu Herlea"
"SERVICE VALLEYLAB- PV 975","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2020-03-04,,,"Claudiu Herlea"
"service Valleylab - pv 1003","Cu Factura",Cerere,"Pelican Impex SRL - CUI: 2720776",Inchis,"Nivel Scazut",2020-03-04,,,"Claudiu Herlea"
"mentenanta Pathfast - pv 975 ","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2020-03-04,,Pathfast,"Claudiu Herlea"
"service Valleylab- pv 1154","Cu Factura",Cerere,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2020-03-04,,,"Claudiu Herlea"
"mentenanta Pathfast - pv 1155","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2020-03-04,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast  - pv 1156","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2020-03-04,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast  - pv 1201","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2020-03-04,,Pathfast,"Claudiu Herlea"
"mentenanta pathfast - pv 1221","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2020-03-05,,Pathfast,"Claudiu Herlea"
"mentenanta pathfast - pv 1222","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2020-03-05,,Pathfast,"Claudiu Herlea"
"mentenanta pathfast - pv 1223","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2020-03-05,,Pathfast,"Claudiu Herlea"
"predare Sterinis - pv 1473","Cu Factura",Revizie,"Cab medical SRI Baia Mare - CUI: ",Inchis,"Nivel Scazut",2020-03-05,,,"Claudiu Herlea"
"mentenanta Pathfast - pv 1475","Cu Factura",Revizie,"Sp. Orasenesc Negresti Oas - CUI: 3963960",Inchis,"Nivel Scazut",2020-03-05,,Pathfast,"Claudiu Herlea"
"predare Valleylab - pv 1705","Cu Factura",Cerere,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2020-07-15,,,"Claudiu Herlea"
"predare Pathfast - pv 2938","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2020-07-15,,Pathfast,"Claudiu Herlea"
"ridicare Pathfast - pv 2885","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2020-07-15,,Pathfast,"Claudiu Herlea"
"service Gastat 1835 - pv 3288","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2020-07-15,,,"Claudiu Herlea"
"service Gastat 1835 - pv 3321","Cu Factura",Cerere,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2020-07-15,,,"Claudiu Herlea"
"verificare Spotchem - pv 3438","Cu Factura",Revizie,"Cabinet Medical Cluj - CUI: ",Inchis,"Nivel Scazut",2020-07-15,,,"Claudiu Herlea"
"service Pathfast - pv 3559","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2020-07-15,,Pathfast,"Claudiu Herlea"
"service Pathfast - pv 3790","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2020-07-15,,Pathfast,"Claudiu Herlea"
"instalare Gastat 700 - pv 3772","Cu Factura",Cerere,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2020-07-15,,,"Claudiu Herlea"
"service PTH + Urit - pv 4045","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2020-07-15,,Pathfast,"Claudiu Herlea"
"calibrare Pathfast  - pv 4144","Cu Factura",Cerere,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2020-07-15,,Pathfast,"Claudiu Herlea"
"predare Spotchem - pv 4219","Cu Factura",Cerere,"Cabinet Medical Cluj - CUI: ",Inchis,"Nivel Scazut",2020-07-15,,,"Claudiu Herlea"
"verificare laringoscop - pv 4433","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2020-07-15,,,"Claudiu Herlea"
"verificare ventilator HT70 - PV 4432","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2020-07-15,,,"Claudiu Herlea"
"service Sterinis - pv 4513","Cu Factura",Revizie,"Cab medical SRI Baia Mare - CUI: ",Inchis,"Nivel Scazut",2020-07-15,,,"Claudiu Herlea"
"service Valleylab - pv 4503","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2020-07-15,,,"Claudiu Herlea"
"service Valleylab- pv 4770","Cu Factura",Cerere,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2020-07-24,,,"Claudiu Herlea"
"mentenanta Valleylab- pv 4661","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2020-07-24,,,"Claudiu Herlea"
"service Valleylab  - pv 4746","Cu Factura",Cerere,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2020-07-24,,,"Claudiu Herlea"
"service Hemochron elite pv 4932","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2020-09-03,,,"Claudiu Herlea"
"service Hemochron elite pv 5041","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2020-09-03,,,"Claudiu Herlea"
"service Sterinis+ Spotchem - pv 5217","Cu Factura",Revizie,"UM 0502 Cabinet Medical Sibiu - CUI: ",Inchis,"Nivel Scazut",2020-09-03,,,"Claudiu Herlea"
"service Valleylab - pv 5283","Cu Factura",Cerere,"Spital Regina Maria Cluj - CUI: ",Inchis,"Nivel Scazut",2020-09-03,,,"Claudiu Herlea"
"service Valleylab - PV 5557","Cu Factura",Cerere,"Spital Regina Maria Cluj - CUI: ",Inchis,"Nivel Scazut",2020-09-03,,,"Claudiu Herlea"
"service Gastat 700 - pv5535","Cu Factura",Cerere,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2020-09-03,,,"Claudiu Herlea"
"service Sterinis - pv 5681","Cu Factura",Cerere,"Cabinet Medical Tg-Mures - CUI: ",Inchis,"Nivel Scazut",2020-09-24,,,"Claudiu Herlea"
"mentenanta Gastat+ Pathfast - pv 5900","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2020-09-24,,Pathfast,"Claudiu Herlea"
"SERVICE Gastat - pv 5938","Cu Factura",Cerere,"Sp.Cl.Jud.de Urg. Bihor - CUI: 4208498",Inchis,"Nivel Scazut",2020-09-24,,,"Claudiu Herlea"
"service Valleylab- pv 5969","Cu Factura",Cerere,"Spital Regina Maria Cluj - CUI: ",Inchis,"Nivel Scazut",2020-09-24,,,"Claudiu Herlea"
"service Monnal T60 - pv 5982","Cu Factura",Cerere,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2020-09-24,,,"Claudiu Herlea"
"service Monnal T60 - pv 6056","Cu Factura",Revizie,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2020-09-24,,,"Claudiu Herlea"
"service Valleylab - pv 6157","Cu Factura",Revizie,"Spital Regina Maria Cluj - CUI: ",Inchis,"Nivel Scazut",2020-10-02,,,"Claudiu Herlea"
"service Valleylab - pv 6278","Cu Factura",Revizie,"Spital Regina Maria Cluj - CUI: ",Inchis,"Nivel Scazut",2020-10-02,,,"Claudiu Herlea"
"service Pathfast - pv 6244","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2020-10-02,,Pathfast,"Claudiu Herlea"
"service URIT 3300 - pv 197","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2021-03-29,,,"Claudiu Herlea"
"Revizie Pathfast - pv 214","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2021-03-29,,Pathfast,"Claudiu Herlea"
"service Gastat 735 - pv 248","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2021-03-29,,"Gastat 735","Claudiu Herlea"
"service Sensititre - pv 278","Cu Factura",Cerere,"DSVSA Mures - CUI: 4322726",Inchis,"Nivel Scazut",2021-03-29,,,"Claudiu Herlea"
"service Hemochron - pv 799","Cu Factura",Cerere,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2021-03-29,,,"Claudiu Herlea"
"verificari Valleylab - pv 1039","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2021-03-29,,,"Claudiu Herlea"
"revizie Pathfast - pv 1038","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2021-03-29,,Pathfast,"Claudiu Herlea"
"Revizie Pathfast - pv 1037","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2021-03-29,,,"Claudiu Herlea"
