Subiect,"Tip Interventie","Motiv Interventie",Organizatie,Status,"Prioritate Caz","Data Deschidere","Data Inchidere","Nume Echipament","Atribuit Lui"
"Revizie periodica Pathfast Bacau PV - 6362","Cu Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-10-10,2023-10-10,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Bacau PV - 6364","Cu Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-10-10,2023-10-10,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Bacau PV - 6365","Cu Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-10-10,2023-10-10,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Valleylab Bacau PV - 6366","Cu Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-10-10,2023-10-10,Valleylab,"Eduard Dimitrachi"
"Revizie periodica Valleylab Moinesti PV - 6361","Cu Factura",Revizie,"Spitalul Municipa de Urgenta Moinesti - CUI: 4278710",Inchis,"Nivel Ridicat",2023-10-10,2023-10-10,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab Sf. Maria IASI PV - 3632","Fara Factura",Cerere,"Sp. de Urg. pt Copii 'Sf. Maria' Iasi - CUI: 4701339",Inchis,"Nivel Ridicat",2023-06-06,2023-06-06,Valleylab,"Eduard Dimitrachi"
"Interventie Pathfast IRO IASI PV - 3026","Fara Factura",Cerere,"Institutul Regional de Oncologie Iasi - CUI: 29067408",Inchis,"Nivel Ridicat",2023-05-09,2023-05-09,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab IRO IASI PV - 4530","Fara Factura",Cerere,"Institutul Regional de Oncologie Iasi - CUI: 29067408",Inchis,"Nivel Ridicat",2023-07-14,2023-07-14,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab IRO PV - 4531","Cu Factura",Cerere,"Institutul Regional de Oncologie Iasi - CUI: 29067408",Inchis,"Nivel Ridicat",2023-07-14,2023-07-14,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab IRO IASI PV - 4215","Fara Factura",Cerere,"Institutul Regional de Oncologie Iasi - CUI: 29067408",Inchis,"Nivel Ridicat",2023-07-03,2023-07-03,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab IRO IASI PV - 4940","Fara Factura",Cerere,"Institutul Regional de Oncologie Iasi - CUI: 29067408",Inchis,"Nivel Ridicat",2023-08-04,2023-08-04,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab IRO IASI PV - 5175","Fara Factura",Cerere,"Institutul Regional de Oncologie Iasi - CUI: 29067408",Inchis,"Nivel Ridicat",2023-08-17,2023-08-17,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab Sf. Spiridon IASI PV - 3631","Fara Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Ridicat",2023-06-06,2023-06-06,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab Sf. Spiridon IASI PV - 3630","Fara Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Ridicat",2023-06-06,2023-06-06,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab Sf. Spiridon IASI PV - 5955","Fara Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Ridicat",2023-09-22,2023-09-22,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab Sf. Spiridon IASI PV - 5956","Cu Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Ridicat",2023-09-22,2023-09-22,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab IRO IASI PV - 5957","Fara Factura",Cerere,"Institutul Regional de Oncologie Iasi - CUI: 29067408",Inchis,"Nivel Ridicat",2023-09-22,2023-09-22,Valleylab,"Eduard Dimitrachi"
"Revizie periodica Valleylab IRO IASI PV - 5958","Cu Factura",Revizie,"Institutul Regional de Oncologie Iasi - CUI: 29067408",Inchis,"Nivel Ridicat",2023-09-22,2023-09-22,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab Sf. Spiridon IASI PV - 6495","Fara Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Ridicat",2023-10-16,2023-10-16,Valleylab,"Eduard Dimitrachi"
"Revizie periodica Pathfast Suceava PV - 5909","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Ridicat",2023-09-21,2023-09-21,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Valleylab Suceava PV - 5911","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Ridicat",2023-09-21,2023-09-21,Valleylab,"Eduard Dimitrachi"
"Revizie periodica Valleylab Suceava PV - 5910","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Ridicat",2023-09-21,2023-09-21,Valleylab,"Eduard Dimitrachi"
"Revizie periodica Valleylab Suceava PV - 5912","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Ridicat",2023-09-21,2023-09-21,Valleylab,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 5940","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-09-22,2023-09-22,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 5939","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-09-22,2023-09-22,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 5941","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-09-22,2023-09-22,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 5530","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-08-21,2023-08-21,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 5531","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-08-21,2023-08-21,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 5229","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-08-21,2023-08-21,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 4718","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-07-25,2023-07-25,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 4716","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-07-25,2023-07-25,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast PV - 4717","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-07-25,2023-07-25,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 4153","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-06-29,2023-06-29,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 4152","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-06-29,2023-06-29,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 4151","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-06-29,2023-06-29,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 3546","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-05-30,2023-05-30,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 3547","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-05-30,2023-05-30,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 3548","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-05-30,2023-05-30,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 6711","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-10-25,2023-10-25,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 6713","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-10-25,2023-10-25,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 6712","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-10-25,2023-10-25,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST Botosani PV - 7860","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-12-11,2023-12-11,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani - PV 7859","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-12-11,2023-12-11,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani - PV 7858","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-12-11,2023-12-11,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani - PV 7141","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-11-10,2023-11-10,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani - PV 7142","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-11-10,2023-11-10,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani - PV 7140","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-11-10,2023-11-10,Pathfast,"Eduard Dimitrachi"
"Interventie Valleylab Bacau PV - 7324","Cu Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-11-20,2023-11-20,Valleylab,"Eduard Dimitrachi"
"Revizie periodica Versatrek Vaslui PV-7578","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Ridicat",2023-11-28,2023-11-28,Versatrek,"Eduard Dimitrachi"
"Revizie periodica Pathfast Vaslui - PV 7577","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Ridicat",2023-11-28,2023-11-28,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Hemochrom Vaslui PV-7576","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Ridicat",2023-11-28,2023-11-28,"Hemochron Signature Elite","Eduard Dimitrachi"
"Revizie periodica Pathfast Vaslui - PV 7575","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Ridicat",2023-11-28,2023-11-28,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast IBCV IASI - PV 7126","Fara Factura",Cerere,"Instit. Boli Cardiovasculare Iasi - CUI: 8615184",Inchis,"Nivel Ridicat",2023-11-09,2023-11-09,Pathfast,"Eduard Dimitrachi"
"Interventie Cerere Pathfast PV - 762","Fara Factura",Cerere,"Sp.Mun.de Urgenta'Elena Beldiman' Barlad - CUI: 4446481",Inchis,"Nivel Ridicat",2024-02-01,2024-02-01,Pathfast,"Eduard Dimitrachi"
"Revizie conform contract PV - 453","Cu Factura",Revizie,"Spitalul Municipal Onesti - CUI: 4278825",Inchis,"Nivel Ridicat",2024-01-18,2024-01-18,Valleylab,"Eduard Dimitrachi"
"Interventie Cerere Pathfast PV - 414","Fara Factura",Cerere,"Spt.Jud de Urg. Sf.Pantelimon  Focsani - CUI: 4350505",Inchis,"Nivel Ridicat",2024-01-17,2024-01-17,Pathfast,"Eduard Dimitrachi"
"Interventie Cerere Pathfast PV - 413","Fara Factura",Cerere,"Spt.Jud de Urg. Sf.Pantelimon  Focsani - CUI: 4350505",Inchis,"Nivel Ridicat",2024-01-17,2024-01-17,Pathfast,"Eduard Dimitrachi"
"Revizie conform contract PV - 952","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2024-02-08,2024-02-08,Pathfast,"Eduard Dimitrachi"
"Revizie conform contract PV - 951","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2024-02-08,2024-02-08,Pathfast,"Eduard Dimitrachi"
"Revizie conform contract PV - 950","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2024-02-08,2024-02-08,Pathfast,"Eduard Dimitrachi"
"Revizie conform contract PV - 708","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2024-01-30,2024-01-30,Pathfast,"Eduard Dimitrachi"
"Revizie conform contract PV - 707","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2024-01-30,2024-01-30,Pathfast,"Eduard Dimitrachi"
"Revizie conform contract PV - 706","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2024-01-30,2024-01-30,Pathfast,"Eduard Dimitrachi"
"Interventie Cerere Pathfast PV - 1258","Fara Factura",Cerere,"Spital Orasenesc Gura Humorului - CUI: 5347770",Inchis,"Nivel Ridicat",2024-02-20,2024-02-20,Pathfast,"Eduard Dimitrachi"
"Interventie Cerere Pathfast PV - 1201","Fara Factura",Cerere,"Spitalul Municipal de Urgenta Roman - CUI: 2613940",Inchis,"Nivel Ridicat",2024-02-16,2024-02-16,Pathfast,"Eduard Dimitrachi"
"Interventie Cerere Univero PV - 1001","Fara Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Ridicat",2024-02-09,2024-02-09,Unyvero,"Eduard Dimitrachi"
"Interventie Cerere Pathfast PV - 1885","Fara Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Ridicat",2024-03-15,2024-03-15,Pathfast,"Eduard Dimitrachi"
"Revizie conform contract PV - 2130","Cu Factura",Revizie,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Ridicat",2024-03-26,2024-03-26,Valleylab,"Eduard Dimitrachi"
"Revizie conform contract PV - 2129","Cu Factura",Revizie,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Ridicat",2024-03-26,2024-03-26,Valleylab,"Eduard Dimitrachi"
"Revizie conform contract PV - 2128","Cu Factura",Revizie,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Ridicat",2024-03-26,2024-03-26,Valleylab,"Eduard Dimitrachi"
"Interventie Cerere Pathfast PV - 2272","Fara Factura",Cerere,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Ridicat",2024-04-01,2024-04-01,Pathfast,"Eduard Dimitrachi"
"Interventie Cerere Valleylab PV - 2597","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2024-04-15,2024-04-15,Valleylab,"Eduard Dimitrachi"
"Interventie Cerere Pathfast PV - 1714","Fara Factura",Cerere,"Sp.Mun.de Urgenta'Elena Beldiman' Barlad - CUI: 4446481",Inchis,"Nivel Ridicat",2024-03-08,2024-03-08,Pathfast,"Eduard Dimitrachi"
"Interventie Cerere Valleylab PV - 2519","Fara Factura",Cerere,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Ridicat",2024-04-11,2024-04-11,Valleylab,"Eduard Dimitrachi"
"Interventie Cerere Pathfast PV - 2520","Fara Factura",Cerere,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Ridicat",2024-04-11,2024-04-11,Pathfast,"Eduard Dimitrachi"
"Interventie Cerere Pathfast PV - 2486","Fara Factura",Cerere,"Sp. Municipal Radauti - CUI: 4327367",Inchis,"Nivel Ridicat",2024-04-10,2024-04-10,Pathfast,"Eduard Dimitrachi"
"Revizie conform contract PV - 1973","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Ridicat",2024-03-20,2024-03-20,"Ventilator Monnal T60","Eduard Dimitrachi"
"Revizie conform contract PV - 1974","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Ridicat",2024-03-20,2024-03-20,Pathfast,"Eduard Dimitrachi"
"Revizie conform contract PV - 1975","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Ridicat",2024-03-20,2024-03-20,Valleylab,"Eduard Dimitrachi"
"Revizie conform contract PV - 1976","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Ridicat",2024-03-20,2024-03-20,Valleylab,"Eduard Dimitrachi"
"Revizie conform contract PV - 1944","Cu Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2024-03-19,2024-03-19,Valleylab,"Eduard Dimitrachi"
"Revizie conform contract PV - 1946","Cu Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2024-03-19,2024-03-19,Pathfast,"Eduard Dimitrachi"
"Revizie conform contract PV - 1945","Cu Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2024-03-19,2024-03-19,Pathfast,"Eduard Dimitrachi"
"Revizie conform contract PV - 1947","Cu Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2024-03-19,2024-03-19,Pathfast,"Eduard Dimitrachi"
